LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
-1.995,-1.058,-2.021,0,0.999,0.996,1,1,-6.682,2.86E-06,0.003,45.54,0.218,30.78,0.001,0.152,0.032,0.045,0.051,0.594,0.008,0.059,0.006,0.297,1.484,0.746,0.016,0.044,0.984,0.02,0.004,0.001,0.777,0.51,0.003,0.04,0.194,-0.038,2.658,3.695,4.738,0.024,0.012,0.041,0.034,0.271,0.014,0.096,0.25,0.001,0.002,0.006,0.002,519.07,435.204,1.193,14,5,202.86,12,3,8,17,0,18,0.667,3,1,0,0,0,5,2,3,0,0.144,4.154,0.562,74.52,-0.757,3,2,0,0,0,1,0,0
-1.78,-0.193,0.543,0,0.87,0.889,0.834,0.92,-6.016,1.60E-06,0.236,17.9,0.22,51.65,0.017,0.095,0.059,0.063,0.027,0.495,0.298,0.137,0.04,0.327,3.025,0.785,0.021,0.136,0.982,0.019,0.118,0.013,0.601,0.436,0.003,0.013,0.566,0.179,3.099,3.414,3.771,0.009,0.054,0.344,0.114,0.131,0.007,0.129,0.643,0.006,0.771,0.125,0.335,365.1,339.255,1.076,8,3,122.29,5,3,8,9,0,19,0.263,3,1,0,0,0,2,2,4,0,0.549,4.616,0.5,47.5,0.56,4,1,0,0,1,1,1,1
-1.762,0.055,0.057,0,0.973,0.983,0.999,0.996,-6.412,5.10E-06,0.007,64.04,0.177,54.32,0.02,0.065,0.036,0.052,0.042,0.21,0.144,0.092,0.01,0.194,1.923,0.859,0.025,0.308,0.991,0.012,0.021,0.009,0.076,0.171,0.003,0.007,0.022,-0.031,2.407,3.017,4.162,0.012,0.142,0.022,0.024,0.35,0.017,0.06,0.543,0.031,0.562,0.019,0.734,424.07,371.349,1.142,12,4,173.76,9,3,8,13,0,19,0.474,2,0,0,3,0,4,3,7,2,0.295,3.712,0.312,65.714,0.089,2,1,0,0,1,1,0,1
-1.624,-0.764,-0.509,0.008,0.972,0.997,0.999,0.997,-6.019,6.10E-06,0.247,26.84,0.326,63.79,0.047,0.47,0.262,0.058,0.043,0.205,0.032,0.121,0.008,0.386,1.285,0.925,0.043,0.97,0.984,0.009,0.076,0.816,0.113,0.31,0.003,0.007,0.327,-0.071,2.922,3.648,5.085,0.009,0.097,0.207,0.111,0.158,0.012,0.302,0.891,0.013,0.192,0.134,0.433,514.11,466.871,1.101,11,3,154.65,8,5,9,13,0,29,0.276,2,1,0,3,0,4,2,4,0,0.182,4.773,0.364,98.6,0.003,3,1,0,0,0,1,0,0
-1.47,-0.939,-0.269,0,0.994,0.999,1,1,-6.259,5.84E-06,0.079,37.81,0.252,53.73,0.036,0.723,0.246,0.054,0.097,0.252,0.002,0.085,0.009,0.623,1.681,0.534,0.008,0.96,0.998,0.012,0.031,0.012,0.218,0.681,0.003,0.009,0.94,-0.179,2.944,3.459,4.949,0.005,0.006,0.06,0.019,0.138,0.007,0.013,0.677,0.005,0.003,0.016,0.015,479.08,407.278,1.176,14,4,191.54,8,4,8,16,0,24,0.333,2,0,0,3,0,4,2,4,0,0.211,4.478,0.375,81.818,-0.499,3,1,0,0,1,1,0,1
-2.041,-0.014,-0.068,0,0.995,0.06,0.996,0.998,-6.054,2.00E-06,0.052,67.26,0.332,21.68,0.007,0.059,0.052,0.054,0.054,0.148,0.126,0.038,0.005,0.065,1.645,0.76,0.002,0.124,0.996,0.011,0.023,0.001,0.795,0.632,0.003,0.01,0.457,0.373,3.26,4.528,5.184,0,0.002,0.076,0.038,0.051,0.009,0.208,0.686,0.002,0.001,0.057,0.004,454.03,374.045,1.214,12,2,156.09,7,4,8,15,0,23,0.304,3,0,0,0,0,3,0,2,0,0.423,4.461,0.429,78.2,-1.427,5,1,0,0,1,1,0,1
-3.48,0.046,1.08,0.004,0.155,0.997,0.998,0.997,-6.073,7.59E-06,0.035,35.29,0.161,66.51,0.001,0.037,0.019,0.087,0.03,0.682,0.086,0.098,0.007,0.159,2.194,0.902,0.002,0.08,0.991,0.004,0.094,0.002,0.382,0.011,0.003,0.003,0.004,0.148,2.383,3.024,4.155,0.014,0.003,0.013,0.003,0.08,0.005,0.007,0.386,0.003,0.004,0.03,0.004,539.11,478.778,1.126,13,3,173.5,9,4,7,15,0,26,0.346,4,0,0,0,0,4,0,2,0,0.413,4.039,0.476,105,-0.192,4,1,0,0,0,1,0,0
-2.183,-0.544,-0.465,0,0.996,0.996,1,0.999,-6.244,2.43E-06,0.011,54.18,0.187,28.68,0.001,0.466,0.03,0.046,0.034,0.815,0.017,0.056,0.01,0.098,0.968,0.835,0.007,0.07,0.985,0.043,0.008,0,0.703,0.412,0.003,0.01,0.037,-0.049,2.268,3.401,3.94,0.003,0.017,0.163,0.033,0.156,0.013,0.317,0.147,0.001,0.012,0.1,0.012,520.1,457.487,1.137,15,4,206.3,10,4,8,16,0,24,0.417,3,1,0,0,0,5,2,3,1,0.134,4.221,0.35,90.222,-0.374,2,2,0,0,0,1,0,0
-3.676,1.986,2.316,0.451,0.248,0.068,0.952,0.975,-5.523,1.86E-05,0.344,92.41,1.145,16.72,0.033,0.054,0.538,0.633,0.165,0.169,0.009,0.119,0.895,0.773,6.573,0.073,0.008,0.387,0.987,0.013,0.165,0.481,0.507,0.211,0.003,0.007,0.922,0.829,3.862,4.993,5.55,0.004,0.087,0.015,0.039,0.169,0.007,0.017,0.13,0.003,0.158,0.545,0.76,497.17,464.41,1.071,9,1,108.74,10,4,7,11,0,20,0.5,4,1,0,0,0,4,0,4,0,0.331,4.745,0.727,67.789,0.153,3,2,0,0,1,1,0,1
-2.459,1.322,2.433,0.002,0.01,0.678,0.088,0.638,-5.684,2.29E-05,0.014,48.96,0.294,64.8,0.007,0.052,0.027,0.813,0.028,0.887,0.056,0.119,0.014,0.886,3.712,0.925,0.002,0.297,0.981,0.005,0.005,0.007,0.393,0.008,0.003,0.005,0.027,0.063,2.316,2.49,3.649,0,0.001,0.012,0.003,0.377,0.044,0.008,0.663,0.002,0.004,0.02,0.008,389.14,373.796,1.041,7,2,89.95,3,4,7,8,0,22,0.136,4,0,0,0,0,5,0,2,0,0.76,4.045,0.526,95.586,0.472,3,1,0,0,1,1,1,1
-1.144,-0.04,0.135,0.001,0.016,0.919,0.875,0.975,-5.748,6.94E-06,0.038,21.14,0.29,64.18,0.018,0.095,0.028,0.153,0.007,0.445,0.016,0.107,0.01,0.102,2.613,0.962,0.006,0.932,0.975,0.009,0.058,0.016,0.805,0.234,0.003,0.02,0.024,0.177,2.211,2.955,3.699,0.088,0.282,0.025,0.771,0.093,0.006,0.047,0.611,0.006,0.398,0.022,0.025,285.07,255.986,1.114,6,2,87.07,3,3,7,7,0,15,0.2,4,1,0,0,0,2,2,3,0,0.729,4.008,0.667,46.8,0.365,2,1,0,0,1,1,1,1
-4.21,2.964,3.064,0.532,0.001,0.008,0.009,0.017,-4.597,3.45E-05,0.986,95.24,0.189,7.4,0.157,0.428,0.89,0.824,0.883,0.853,0.01,0.133,0.339,0.916,3.848,0.349,0.017,0.083,0.953,0.077,0.037,0.859,0.875,0.519,0.004,0.084,0.198,0.732,3.4,4.642,5.229,0.175,0.401,0.081,0.008,0.514,0.013,0.002,0.567,0.011,0.012,0.131,0.043,267.09,275.899,0.968,4,0,46.61,4,3,6,4,0,18,0.222,1,0,0,0,2,5,1,1,1,0.785,2.386,0.125,48.333,-0.459,1,2,0,0,1,0,1,1
-1.915,0.443,1.637,0,0.481,0.976,0.992,0.996,-5.998,4.73E-06,0.008,88.37,0.216,5.9,0.1,0.956,0.294,0.057,0.081,0.034,0.003,0.073,0.025,0.624,1.045,0.832,0.007,0.976,0.998,0.011,0.011,0.06,0.25,0.169,0.003,0.008,0.698,-0.11,4.176,3.952,5.01,0.004,0.011,0.173,0.068,0.116,0.011,0.221,0.914,0.084,0.087,0.119,0.591,506.05,442.049,1.145,11,4,160.83,8,4,8,14,0,25,0.32,2,0,0,3,0,6,2,4,0,0.249,4.502,0.263,81.25,-0.138,3,1,0,0,0,1,0,0
-3.461,1.633,2.257,0.208,0.31,0.023,0.011,0.002,-5.275,6.80E-06,0.036,76.7,0.608,35.78,0.031,0.039,0.16,0.1,0.324,0.073,0.184,0.115,0.902,0.45,2.597,0.198,0.021,0.325,0.934,0.898,0.112,0.004,0.365,0.105,0.003,0.005,0.035,0.444,3.135,5.633,6.456,0.002,0.008,0.019,0.03,0.061,0.007,0.015,0.158,0.004,0.006,0.342,0.212,481.13,458.754,1.049,9,3,128.03,7,5,9,10,0,28,0.25,5,0,0,0,0,5,1,3,0,0.487,4.026,0.333,102.688,0.704,4,1,0,0,1,1,0,1
